sample	producer	occurrence
NG5636118	Streptococcus_anginosus_1_2_62CV	1
NG5636118	Escherichia_coli_str_K_12_substr_MG1655	1
NG5636118	Blautia_obeum_ATCC_29174	1
NG5636118	Clostridium_bolteae_ATCC_BAA_613	1
NG5636118	Ruminococcus_torques_L2_14	1
NG5636118	Ruminococcus_obeum_A2_162	1
MH0430	Escherichia_coli_O157_H7_str_Sakai	1
MH0430	Roseburia_hominis_A2_183	1
MH0430	Finegoldia_magna_ATCC_29328	1
MH0430	Eubacterium_hallii_DSM_3353	1
MH0430	Eubacterium_limosum_KIST612	1
MH0430	Coprococcus_catus_GD_7	1
MH0430	Clostridium_difficile_R20291	1
MH0430	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0430	Shigella_sonnei_Ss046	1
MH0430	Clostridium_perfringens_ATCC_13124	1
MH0430	Clostridium_sordellii_ATCC_9714	1
MH0430	Escherichia_coli_UTI89_UPEC	1
MH0430	Clostridium_difficile_NAP07	1
MH0430	Flavonifractor_plautii_ATCC_29863	1
MH0430	Anaerostipes_hadrus_DSM_3319	1
MH0430	Clostridium_difficile_NAP08	1
MH0430	Filifactor_alocis_ATCC_35896	1
MH0430	Butyrivibrio_fibrisolvens_16_4	1
MH0430	Faecalibacterium_prausnitzii_M21_2	1
MH0430	Acidaminococcus_intestini_RyC_MR95	1
MH0430	Clostridium_sporogenes_ATCC_15579	1
MH0430	Clostridium_butyricum_DSM_10702	1
MH0430	Faecalibacterium_prausnitzii_A2_165	1
MH0430	Porphyromonas_asaccharolytica_DSM_20707	1
MH0430	Clostridium_difficile_CD196	1
MH0430	Escherichia_fergusonii_ATCC_35469	1
MH0430	Acidaminococcus_fermentans_DSM_20731	1
MH0430	Megasphaera_elsdenii_DSM_20460	1
MH0430	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
MH0430	Porphyromonas_gingivalis_W83	1
MH0430	Eubacterium_hallii_L2_7	1
MH0430	Faecalibacterium_prausnitzii_SL3_3	1
MH0430	Roseburia_intestinalis_L1_82	1
MH0430	Escherichia_albertii_TW07627	1
MH0430	Eubacterium_cylindroides_T2_87	1
MH0430	Escherichia_albertii_KF1	1
MH0430	Eubacterium_cellulosolvens_6	1
MH0430	Eubacterium_sulci_ATCC_35585	1
MH0430	Peptostreptococcus_anaerobius_DSM_2949	1
MH0430	Tannerella_forsythia_ATCC_43037	1
MH0430	Faecalibacterium_prausnitzii_L2_6	1
MH0430	Ruminococcus_obeum_A2_162	1
MH0430	Clostridium_bolteae_ATCC_BAA_613	1
MH0430	Blautia_obeum_ATCC_29174	1
MH0430	Ruminococcus_torques_L2_14	1
MH0430	Bifidobacterium_adolescentis_ATCC_15703	1
MH0430	Escherichia_coli_str_K_12_substr_MG1655	1
NG5425550	Escherichia_coli_O157_H7_str_Sakai	1
NG5425550	Roseburia_hominis_A2_183	1
NG5425550	Eubacterium_hallii_DSM_3353	1
NG5425550	Coprococcus_catus_GD_7	1
NG5425550	Shigella_dysenteriae_Sd197	1
NG5425550	Citrobacter_koseri_ATCC_BAA_895	1
NG5425550	Escherichia_coli_UTI89_UPEC	1
NG5425550	Flavonifractor_plautii_ATCC_29863	1
NG5425550	Anaerostipes_hadrus_DSM_3319	1
NG5425550	Faecalibacterium_prausnitzii_M21_2	1
NG5425550	Faecalibacterium_prausnitzii_A2_165	1
NG5425550	Escherichia_fergusonii_ATCC_35469	1
NG5425550	Eubacterium_hallii_L2_7	1
NG5425550	Faecalibacterium_prausnitzii_SL3_3	1
NG5425550	Roseburia_intestinalis_L1_82	1
NG5425550	Escherichia_albertii_TW07627	1
NG5425550	Eubacterium_cylindroides_T2_87	1
NG5425550	Escherichia_albertii_KF1	1
NG5425550	Faecalibacterium_prausnitzii_L2_6	1
NG5425550	Streptococcus_cristatus_ATCC_51100	1
NG5425550	Escherichia_coli_str_K_12_substr_MG1655	1
NG5425550	Bifidobacterium_adolescentis_ATCC_15703	1
NG5425550	Clostridium_bolteae_ATCC_BAA_613	1
NG5425550	Streptococcus_constellatus_subsp_constellatus_SK53	1
NG5425550	Streptococcus_constellatus_subsp_pharyngis_SK1060	1
NG5425550	Ruminococcus_torques_L2_14	1
NG5425550	Ruminococcus_obeum_A2_162	1
NG5425550	Blautia_obeum_ATCC_29174	1
NG5425550	Streptococcus_anginosus_1_2_62CV	1
MH0096	Acidaminococcus_intestini_RyC_MR95	1
MH0096	Acidaminococcus_fermentans_DSM_20731	1
MH0096	Faecalibacterium_prausnitzii_M21_2	1
MH0096	Faecalibacterium_prausnitzii_SL3_3	1
MH0096	Clostridium_sporogenes_ATCC_15579	1
MH0096	Filifactor_alocis_ATCC_35896	1
MH0096	Clostridium_difficile_CD196	1
MH0096	Eubacterium_cellulosolvens_6	1
MH0096	Eubacterium_hallii_DSM_3353	1
MH0096	Clostridium_sordellii_ATCC_9714	1
MH0096	Anaerostipes_hadrus_DSM_3319	1
MH0096	Flavonifractor_plautii_ATCC_29863	1
MH0096	Eubacterium_sulci_ATCC_35585	1
MH0096	Faecalibacterium_prausnitzii_A2_165	1
MH0096	Clostridium_butyricum_DSM_10702	1
MH0096	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0096	Brachyspira_pilosicoli_B2904	1
MH0096	Eubacterium_hallii_L2_7	1
MH0096	Eubacterium_cylindroides_T2_87	1
MH0096	Megasphaera_elsdenii_DSM_20460	1
MH0096	Clostridium_difficile_R20291	1
MH0096	Clostridium_perfringens_ATCC_13124	1
MH0096	Roseburia_intestinalis_L1_82	1
MH0096	Peptostreptococcus_anaerobius_DSM_2949	1
MH0096	Clostridium_difficile_NAP07	1
MH0096	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
MH0096	Roseburia_hominis_A2_183	1
MH0096	Clostridium_difficile_NAP08	1
MH0096	Butyrivibrio_fibrisolvens_16_4	1
MH0096	Faecalibacterium_prausnitzii_L2_6	1
MH0096	Coprococcus_catus_GD_7	1
MH0096	Blautia_obeum_ATCC_29174	1
MH0096	Clostridium_bolteae_ATCC_BAA_613	1
MH0096	Bifidobacterium_adolescentis_ATCC_15703	1
MH0096	Ruminococcus_torques_L2_14	1
MH0096	Ruminococcus_obeum_A2_162	1
MH0170	Faecalibacterium_prausnitzii_M21_2	1
MH0170	Faecalibacterium_prausnitzii_SL3_3	1
MH0170	Clostridium_sporogenes_ATCC_15579	1
MH0170	Eubacterium_hallii_DSM_3353	1
MH0170	Anaerostipes_hadrus_DSM_3319	1
MH0170	Flavonifractor_plautii_ATCC_29863	1
MH0170	Faecalibacterium_prausnitzii_A2_165	1
MH0170	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0170	Eubacterium_hallii_L2_7	1
MH0170	Eubacterium_cylindroides_T2_87	1
MH0170	Roseburia_intestinalis_L1_82	1
MH0170	Roseburia_hominis_A2_183	1
MH0170	Faecalibacterium_prausnitzii_L2_6	1
MH0170	Coprococcus_catus_GD_7	1
MH0170	Bifidobacterium_adolescentis_ATCC_15703	1
MH0170	Blautia_obeum_ATCC_29174	1
MH0170	Clostridium_bolteae_ATCC_BAA_613	1
MH0170	Ruminococcus_torques_L2_14	1
MH0170	Ruminococcus_obeum_A2_162	1
NG5636235	Acidaminococcus_intestini_RyC_MR95	1
NG5636235	Faecalibacterium_prausnitzii_M21_2	1
NG5636235	Faecalibacterium_prausnitzii_SL3_3	1
NG5636235	Clostridium_sporogenes_ATCC_15579	1
NG5636235	Eubacterium_hallii_DSM_3353	1
NG5636235	Anaerostipes_hadrus_DSM_3319	1
NG5636235	Flavonifractor_plautii_ATCC_29863	1
NG5636235	Faecalibacterium_prausnitzii_A2_165	1
NG5636235	Odoribacter_splanchnicus_1651_6_DSM_20712	1
NG5636235	Escherichia_coli_O157_H7_str_Sakai	1
NG5636235	Eubacterium_hallii_L2_7	1
NG5636235	Eubacterium_cylindroides_T2_87	1
NG5636235	Escherichia_coli_UTI89_UPEC	1
NG5636235	Roseburia_intestinalis_L1_82	1
NG5636235	Roseburia_hominis_A2_183	1
NG5636235	Escherichia_fergusonii_ATCC_35469	1
NG5636235	Faecalibacterium_prausnitzii_L2_6	1
NG5636235	Coprococcus_catus_GD_7	1
NG5636235	Clostridium_bolteae_ATCC_BAA_613	1
NG5636235	Escherichia_coli_str_K_12_substr_MG1655	1
NG5636235	Bifidobacterium_adolescentis_ATCC_15703	1
NG5636235	Blautia_obeum_ATCC_29174	1
NG5636235	Streptococcus_anginosus_1_2_62CV	1
NG5636235	Ruminococcus_obeum_A2_162	1
NG5636235	Ruminococcus_torques_L2_14	1
MH0167	Roseburia_hominis_A2_183	1
MH0167	Eubacterium_hallii_DSM_3353	1
MH0167	Coprococcus_catus_GD_7	1
MH0167	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0167	Flavonifractor_plautii_ATCC_29863	1
MH0167	Anaerostipes_hadrus_DSM_3319	1
MH0167	Faecalibacterium_prausnitzii_M21_2	1
MH0167	Clostridium_sporogenes_ATCC_15579	1
MH0167	Faecalibacterium_prausnitzii_A2_165	1
MH0167	Eubacterium_hallii_L2_7	1
MH0167	Faecalibacterium_prausnitzii_SL3_3	1
MH0167	Roseburia_intestinalis_L1_82	1
MH0167	Eubacterium_cylindroides_T2_87	1
MH0167	Faecalibacterium_prausnitzii_L2_6	1
MH0167	Ruminococcus_obeum_A2_162	1
MH0167	Ruminococcus_torques_L2_14	1
MH0167	Bifidobacterium_adolescentis_ATCC_15703	1
MH0167	Blautia_obeum_ATCC_29174	1
MH0049	Roseburia_hominis_A2_183	1
MH0049	Eubacterium_hallii_DSM_3353	1
MH0049	Coprococcus_catus_GD_7	1
MH0049	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0049	Anaerostipes_hadrus_DSM_3319	1
MH0049	Faecalibacterium_prausnitzii_M21_2	1
MH0049	Faecalibacterium_prausnitzii_A2_165	1
MH0049	Eubacterium_hallii_L2_7	1
MH0049	Faecalibacterium_prausnitzii_SL3_3	1
MH0049	Roseburia_intestinalis_L1_82	1
MH0049	Eubacterium_cylindroides_T2_87	1
MH0049	Faecalibacterium_prausnitzii_L2_6	1
MH0049	Ruminococcus_obeum_A2_162	1
MH0049	Ruminococcus_torques_L2_14	1
MH0049	Blautia_obeum_ATCC_29174	1
NG5636378	Roseburia_hominis_A2_183	1
NG5636378	Finegoldia_magna_ATCC_29328	1
NG5636378	Eubacterium_hallii_DSM_3353	1
NG5636378	Eubacterium_limosum_KIST612	1
NG5636378	Coprococcus_catus_GD_7	1
NG5636378	Clostridium_difficile_R20291	1
NG5636378	Odoribacter_splanchnicus_1651_6_DSM_20712	1
NG5636378	Clostridium_perfringens_ATCC_13124	1
NG5636378	Clostridium_sordellii_ATCC_9714	1
NG5636378	Citrobacter_freundii_UCI_31	1
NG5636378	Clostridium_difficile_NAP07	1
NG5636378	Flavonifractor_plautii_ATCC_29863	1
NG5636378	Anaerostipes_hadrus_DSM_3319	1
NG5636378	Clostridium_difficile_NAP08	1
NG5636378	Filifactor_alocis_ATCC_35896	1
NG5636378	Butyrivibrio_fibrisolvens_16_4	1
NG5636378	Faecalibacterium_prausnitzii_M21_2	1
NG5636378	Clostridium_sporogenes_ATCC_15579	1
NG5636378	Clostridium_butyricum_DSM_10702	1
NG5636378	Faecalibacterium_prausnitzii_A2_165	1
NG5636378	Clostridium_botulinum_Bf	1
NG5636378	Porphyromonas_asaccharolytica_DSM_20707	1
NG5636378	Clostridium_acetobutylicum_ATCC_824	1
NG5636378	Clostridium_difficile_CD196	1
NG5636378	Clostridium_botulinum_F_str_230613	1
NG5636378	Acidaminococcus_fermentans_DSM_20731	1
NG5636378	Clostridium_botulinum_E1_str_BoNT_E_Beluga	1
NG5636378	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
NG5636378	Porphyromonas_gingivalis_W83	1
NG5636378	Clostridium_botulinum_A_str_ATCC_19397	1
NG5636378	Eubacterium_hallii_L2_7	1
NG5636378	Clostridium_saccharoperbutylacetonicum_N1_4_HMT	1
NG5636378	Faecalibacterium_prausnitzii_SL3_3	1
NG5636378	Roseburia_intestinalis_L1_82	1
NG5636378	Clostridium_botulinum_A_str_Hall	1
NG5636378	Eubacterium_cylindroides_T2_87	1
NG5636378	Clostridium_botulinum_A_str_ATCC_3502	1
NG5636378	Eubacterium_cellulosolvens_6	1
NG5636378	Eubacterium_sulci_ATCC_35585	1
NG5636378	Peptostreptococcus_anaerobius_DSM_2949	1
NG5636378	Citrobacter_freundii_ATCC_8090	1
NG5636378	Faecalibacterium_prausnitzii_L2_6	1
NG5636378	Clostridium_bolteae_ATCC_BAA_613	1
NG5636378	Ruminococcus_torques_L2_14	1
NG5636378	Ruminococcus_obeum_A2_162	1
NG5636378	Bifidobacterium_adolescentis_ATCC_15703	1
NG5636378	Blautia_obeum_ATCC_29174	1
MH0390	Fusobacterium_gonidiaformans_ATCC_25563	1
MH0390	Roseburia_hominis_A2_183	1
MH0390	Finegoldia_magna_ATCC_29328	1
MH0390	Eubacterium_hallii_DSM_3353	1
MH0390	Eubacterium_limosum_KIST612	1
MH0390	Coprococcus_catus_GD_7	1
MH0390	Clostridium_difficile_R20291	1
MH0390	Fusobacterium_mortiferum_ATCC_9817	1
MH0390	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0390	Fusobacterium_gonidiaformans_3_1_5R	1
MH0390	Clostridium_perfringens_ATCC_13124	1
MH0390	Clostridium_sordellii_ATCC_9714	1
MH0390	Anaerococcus_prevotii_DSM_20548	1
MH0390	Clostridium_difficile_NAP07	1
MH0390	Flavonifractor_plautii_ATCC_29863	1
MH0390	Anaerostipes_hadrus_DSM_3319	1
MH0390	Clostridium_difficile_NAP08	1
MH0390	Filifactor_alocis_ATCC_35896	1
MH0390	Butyrivibrio_fibrisolvens_16_4	1
MH0390	Faecalibacterium_prausnitzii_M21_2	1
MH0390	Acidaminococcus_intestini_RyC_MR95	1
MH0390	Clostridium_sporogenes_ATCC_15579	1
MH0390	Clostridium_butyricum_DSM_10702	1
MH0390	Faecalibacterium_prausnitzii_A2_165	1
MH0390	Clostridium_botulinum_Bf	1
MH0390	Porphyromonas_asaccharolytica_DSM_20707	1
MH0390	Clostridium_acetobutylicum_ATCC_824	1
MH0390	Clostridium_difficile_CD196	1
MH0390	Escherichia_fergusonii_ATCC_35469	1
MH0390	Clostridium_botulinum_F_str_230613	1
MH0390	Acidaminococcus_fermentans_DSM_20731	1
MH0390	Megasphaera_elsdenii_DSM_20460	1
MH0390	Clostridium_botulinum_E1_str_BoNT_E_Beluga	1
MH0390	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
MH0390	Porphyromonas_gingivalis_W83	1
MH0390	Clostridium_botulinum_A_str_ATCC_19397	1
MH0390	Eubacterium_hallii_L2_7	1
MH0390	Faecalibacterium_prausnitzii_SL3_3	1
MH0390	Roseburia_intestinalis_L1_82	1
MH0390	Escherichia_albertii_TW07627	1
MH0390	Clostridium_botulinum_A_str_Hall	1
MH0390	Eubacterium_cylindroides_T2_87	1
MH0390	Clostridium_botulinum_A_str_ATCC_3502	1
MH0390	Escherichia_albertii_KF1	1
MH0390	Eubacterium_cellulosolvens_6	1
MH0390	Eubacterium_sulci_ATCC_35585	1
MH0390	Peptostreptococcus_anaerobius_DSM_2949	1
MH0390	Clostridium_sticklandii_DSM_519	1
MH0390	Tannerella_forsythia_ATCC_43037	1
MH0390	Faecalibacterium_prausnitzii_L2_6	1
MH0390	Clostridium_tyrobutyricum_DSM_2637	1
MH0390	Streptococcus_constellatus_subsp_constellatus_SK53	1
MH0390	Streptococcus_constellatus_subsp_pharyngis_SK1060	1
MH0390	Bifidobacterium_adolescentis_ATCC_15703	1
MH0390	Ruminococcus_torques_L2_14	1
MH0390	Clostridium_bolteae_ATCC_BAA_613	1
MH0390	Ruminococcus_obeum_A2_162	1
MH0390	Streptococcus_anginosus_1_2_62CV	1
MH0390	Blautia_obeum_ATCC_29174	1
MH0378	Acidaminococcus_fermentans_DSM_20731	1
MH0378	Faecalibacterium_prausnitzii_M21_2	1
MH0378	Faecalibacterium_prausnitzii_SL3_3	1
MH0378	Clostridium_sporogenes_ATCC_15579	1
MH0378	Clostridium_difficile_CD196	1
MH0378	Eubacterium_cellulosolvens_6	1
MH0378	Eubacterium_hallii_DSM_3353	1
MH0378	Anaerostipes_hadrus_DSM_3319	1
MH0378	Porphyromonas_asaccharolytica_DSM_20707	1
MH0378	Flavonifractor_plautii_ATCC_29863	1
MH0378	Faecalibacterium_prausnitzii_A2_165	1
MH0378	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0378	Eubacterium_hallii_L2_7	1
MH0378	Eubacterium_cylindroides_T2_87	1
MH0378	Megasphaera_elsdenii_DSM_20460	1
MH0378	Clostridium_difficile_R20291	1
MH0378	Roseburia_intestinalis_L1_82	1
MH0378	Peptostreptococcus_anaerobius_DSM_2949	1
MH0378	Clostridium_difficile_NAP07	1
MH0378	Roseburia_hominis_A2_183	1
MH0378	Clostridium_difficile_NAP08	1
MH0378	Butyrivibrio_fibrisolvens_16_4	1
MH0378	Faecalibacterium_prausnitzii_L2_6	1
MH0378	Coprococcus_catus_GD_7	1
MH0378	Bifidobacterium_adolescentis_ATCC_15703	1
MH0378	Clostridium_bolteae_ATCC_BAA_613	1
MH0378	Ruminococcus_torques_L2_14	1
MH0378	Blautia_obeum_ATCC_29174	1
MH0378	Ruminococcus_obeum_A2_162	1
MH0378	Streptococcus_anginosus_1_2_62CV	1
MH0395	Acidaminococcus_fermentans_DSM_20731	1
MH0395	Faecalibacterium_prausnitzii_M21_2	1
MH0395	Faecalibacterium_prausnitzii_SL3_3	1
MH0395	Clostridium_sporogenes_ATCC_15579	1
MH0395	Clostridium_difficile_CD196	1
MH0395	Eubacterium_cellulosolvens_6	1
MH0395	Eubacterium_hallii_DSM_3353	1
MH0395	Anaerostipes_hadrus_DSM_3319	1
MH0395	Flavonifractor_plautii_ATCC_29863	1
MH0395	Eubacterium_sulci_ATCC_35585	1
MH0395	Faecalibacterium_prausnitzii_A2_165	1
MH0395	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0395	Eubacterium_hallii_L2_7	1
MH0395	Eubacterium_cylindroides_T2_87	1
MH0395	Clostridium_difficile_R20291	1
MH0395	Roseburia_intestinalis_L1_82	1
MH0395	Peptostreptococcus_anaerobius_DSM_2949	1
MH0395	Clostridium_difficile_NAP07	1
MH0395	Roseburia_hominis_A2_183	1
MH0395	Clostridium_difficile_NAP08	1
MH0395	Butyrivibrio_fibrisolvens_16_4	1
MH0395	Tannerella_forsythia_ATCC_43037	1
MH0395	Faecalibacterium_prausnitzii_L2_6	1
MH0395	Coprococcus_catus_GD_7	1
MH0395	Bifidobacterium_adolescentis_ATCC_15703	1
MH0395	Clostridium_bolteae_ATCC_BAA_613	1
MH0395	Blautia_obeum_ATCC_29174	1
MH0395	Ruminococcus_torques_L2_14	1
MH0395	Ruminococcus_obeum_A2_162	1
MH0433	Escherichia_coli_O157_H7_str_Sakai	1
MH0433	Roseburia_hominis_A2_183	1
MH0433	Finegoldia_magna_ATCC_29328	1
MH0433	Eubacterium_hallii_DSM_3353	1
MH0433	Eubacterium_limosum_KIST612	1
MH0433	Coprococcus_catus_GD_7	1
MH0433	Shigella_dysenteriae_Sd197	1
MH0433	Clostridium_difficile_R20291	1
MH0433	Citrobacter_koseri_ATCC_BAA_895	1
MH0433	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0433	Shigella_sonnei_Ss046	1
MH0433	Clostridium_sordellii_ATCC_9714	1
MH0433	Escherichia_coli_UTI89_UPEC	1
MH0433	Clostridium_difficile_NAP07	1
MH0433	Flavonifractor_plautii_ATCC_29863	1
MH0433	Anaerostipes_hadrus_DSM_3319	1
MH0433	Clostridium_difficile_NAP08	1
MH0433	Filifactor_alocis_ATCC_35896	1
MH0433	Butyrivibrio_fibrisolvens_16_4	1
MH0433	Faecalibacterium_prausnitzii_M21_2	1
MH0433	Acidaminococcus_intestini_RyC_MR95	1
MH0433	Clostridium_sporogenes_ATCC_15579	1
MH0433	Clostridium_butyricum_DSM_10702	1
MH0433	Faecalibacterium_prausnitzii_A2_165	1
MH0433	Porphyromonas_asaccharolytica_DSM_20707	1
MH0433	Clostridium_difficile_CD196	1
MH0433	Escherichia_fergusonii_ATCC_35469	1
MH0433	Acidaminococcus_fermentans_DSM_20731	1
MH0433	Megasphaera_elsdenii_DSM_20460	1
MH0433	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
MH0433	Porphyromonas_gingivalis_W83	1
MH0433	Eubacterium_hallii_L2_7	1
MH0433	Faecalibacterium_prausnitzii_SL3_3	1
MH0433	Roseburia_intestinalis_L1_82	1
MH0433	Escherichia_albertii_TW07627	1
MH0433	Eubacterium_cylindroides_T2_87	1
MH0433	Escherichia_albertii_KF1	1
MH0433	Eubacterium_cellulosolvens_6	1
MH0433	Eubacterium_sulci_ATCC_35585	1
MH0433	Peptostreptococcus_anaerobius_DSM_2949	1
MH0433	Tannerella_forsythia_ATCC_43037	1
MH0433	Faecalibacterium_prausnitzii_L2_6	1
MH0433	Ruminococcus_torques_L2_14	1
MH0433	Escherichia_coli_str_K_12_substr_MG1655	1
MH0433	Streptococcus_anginosus_1_2_62CV	1
MH0433	Bifidobacterium_adolescentis_ATCC_15703	1
MH0433	Clostridium_bolteae_ATCC_BAA_613	1
MH0433	Blautia_obeum_ATCC_29174	1
MH0433	Ruminococcus_obeum_A2_162	1
MH0346	Roseburia_hominis_A2_183	1
MH0346	Eubacterium_hallii_DSM_3353	1
MH0346	Coprococcus_catus_GD_7	1
MH0346	Clostridium_difficile_R20291	1
MH0346	Odoribacter_splanchnicus_1651_6_DSM_20712	1
MH0346	Clostridium_perfringens_ATCC_13124	1
MH0346	Clostridium_sordellii_ATCC_9714	1
MH0346	Clostridium_difficile_NAP07	1
MH0346	Flavonifractor_plautii_ATCC_29863	1
MH0346	Anaerostipes_hadrus_DSM_3319	1
MH0346	Clostridium_difficile_NAP08	1
MH0346	Filifactor_alocis_ATCC_35896	1
MH0346	Butyrivibrio_fibrisolvens_16_4	1
MH0346	Faecalibacterium_prausnitzii_M21_2	1
MH0346	Acidaminococcus_intestini_RyC_MR95	1
MH0346	Clostridium_sporogenes_ATCC_15579	1
MH0346	Clostridium_butyricum_DSM_10702	1
MH0346	Faecalibacterium_prausnitzii_A2_165	1
MH0346	Clostridium_difficile_CD196	1
MH0346	Acidaminococcus_fermentans_DSM_20731	1
MH0346	Megasphaera_elsdenii_DSM_20460	1
MH0346	Clostridium_butyricum_E4_str_BoNT_E_BL5262	1
MH0346	Eubacterium_hallii_L2_7	1
MH0346	Faecalibacterium_prausnitzii_SL3_3	1
MH0346	Roseburia_intestinalis_L1_82	1
MH0346	Eubacterium_cylindroides_T2_87	1
MH0346	Eubacterium_cellulosolvens_6	1
MH0346	Eubacterium_sulci_ATCC_35585	1
MH0346	Peptostreptococcus_anaerobius_DSM_2949	1
MH0346	Faecalibacterium_prausnitzii_L2_6	1
MH0346	Blautia_obeum_ATCC_29174	1
